gene_id_model V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12
645452.1.peg.2394 17.147 27.551 89.288 95.185 73.13 19.564 75.271 39.317 93.111 75.495 93.235 85.298
645452.1.peg.2096 51.051 66.697 92.178 23.266 21.195 99.045 78.305 10.028 22.008 61.764 58.341 67.403
645452.1.peg.1845 37.995 47.016 52.24 76.452 82.961 37.406 7.497 12.691 19.225 52.758 50.664 35.675
645452.1.peg.1476 8.464 96.811 57.519 62.92 4.653 53.036 97.827 47.598 70.961 82.123 21.923 82.348
645452.1.peg.2053 21.715 13.866 67.793 77.191 32.292 80.421 72.948 22.674 10.455 37.374 32.283 61.505
645452.1.peg.2047 82.298 82.664 93.486 70.03 56.107 82.187 27.241 82.559 68.105 23.93 17.666 11.083
645452.1.peg.2074 18.225 36.625 90.217 84.576 49.418 48.563 68.828 54.981 89.741 3.101 96.844 50.333
645452.1.peg.3169 96.681 78.857 14.751 37.549 68.774 29.026 43.854 19.437 68.199 23.971 79.254 32.965
645452.1.peg.2060 8.477 84.782 16.916 74.024 67.05 50.527 2.398 90.49 53.493 91.062 32.615 37.387
645452.1.peg.2073 34.726 2.709 95.594 30.861 93.276 75.289 80.656 46.831 49.768 35.362 34.128 59.664
645452.1.peg.2054 38.122 63.444 33.595 41.305 34.597 36.956 5.975 63.272 12.503 78.663 14.171 2.245
645452.1.peg.2061 15.004 21.821 49.707 92.21 96.02 74.719 77.055 5.002 2.173 98.585 6.694 55.539
645452.1.peg.2691 46.169 45.533 1.252 67.672 77.984 74.77 59.259 55.036 69.181 64.284 96.689 59.564
645452.1.peg.2081 65.586 3.857 14.469 97.81 1.419 84.428 68.221 94.415 80.704 53.991 14.407 91.563
645452.1.peg.817 4.553 26.546 69.888 84.38 74.419 35.262 91.327 31.647 92.653 12.915 52.225 98.624
645452.1.peg.1346 60.921 62.176 72.338 53.531 97.655 12.272 34.849 43.002 63.473 59.065 45.743 44.494
645452.1.peg.1478 91.068 39.022 53.649 20.924 22.341 47.07 53.789 61.127 54.834 29.803 44.843 37.046
645452.1.peg.1477 87.589 90.92 4.909 4.474 3.245 13.116 33.626 83.614 25.111 26.667 9.952 84.696
645452.1.peg.181 62.688 16.084 26.458 29.493 10.325 21.174 77.132 59.659 27.435 36.186 2.475 69.028
645452.1.peg.182 22.381 38.215 82.377 13.718 53.681 16.576 39.943 72.264 33.549 71.85 55.96 83.932
645452.1.peg.2689 71.195 28.441 36.12 94.373 25.528 86.745 47.315 90.162 18.325 59.028 48.65 51.631
645452.1.peg.813 20.175 14.013 62.789 47.555 27.039 29.165 95.251 94.482 11.35 93.731 6.251 45.443
645452.1.peg.2304 26.015 76.975 79.607 65.74 54.217 72.797 44.205 67.945 25.611 61.877 91.298 80.943
645452.1.peg.903 91.53 71.01 85.742 51.643 57.445 27.381 24.981 13.975 37.985 67.528 74.833 32.165
645452.1.peg.91 29.912 61.207 70.826 68.903 41.645 22.674 18.875 14.453 73.525 50.145 25.215 11.35
645452.1.peg.902 54.558 23.162 90.373 6.337 48.413 53.24 63.395 5.396 50.382 79.554 76.675 16.027
645452.1.peg.673 19.763 22.492 93.48 81.631 18.24 52.862 76.017 94.088 3.274 98.352 94.54 37.456
645452.1.peg.674 35.825 16.32 80.148 34.973 50.355 22.477 53.121 92.081 88.589 36.859 49.93 63.541
645452.1.peg.2183 13.639 99.001 31.872 91.683 10.007 33.041 16.913 55.712 66.715 27.88 13.157 57.122
645452.1.peg.2489 5.427 93.159 62.161 66.197 93.931 15.186 47.89 6.296 73.109 8.201 41.608 15.426
645452.1.peg.2184 8.205 77.328 9.742 30.56 45.544 99.631 18.729 68.9 27.054 93.9 51.509 3.584
645452.1.peg.2145 21.454 16.516 61.785 13.302 83.253 35.942 10.595 4.261 63.33 83.314 97.982 96.074
645452.1.peg.1031 7.039 90.775 50.855 50.607 9.976 93.147 47.866 60.072 30.537 49.511 59.738 81.449
645452.1.peg.1570 25.437 56.383 3.615 8.561 82.121 48.844 72.647 29.854 71.149 66.631 64.747 70.095
645452.1.peg.1573 58.113 26.096 9.621 7.392 63.058 85.797 42.926 93.287 17.552 87.428 62.408 10.362
645452.1.peg.3402 44.68 4.095 19.222 47.219 78.705 35.64 58.094 20.087 60.587 38.806 30.291 33.732
645452.1.peg.2229 35.129 83.202 14.807 80.084 10.769 63.98 63.931 49.577 4.756 45.104 22.142 45.322
645452.1.peg.1858 25.508 42.037 21.331 70.434 66.595 77.273 74.447 83.54 3.755 66.505 54.605 17.966
645452.1.peg.2300 22.522 9.672 18.834 75.1 55.817 46.867 55.403 24.321 36.341 99.486 47.68 50.344
645452.1.peg.3013 32.327 5.534 11.745 80.706 76.463 50.964 31.96 70.889 94.73 36.584 50.764 21.655
645452.1.peg.2496 23.712 5.225 11.175 19.55 71.893 53.603 51.987 51.51 93.123 94.032 9.899 99.444
645452.1.peg.847 25.463 29.675 9.37 82.27 76.119 11.583 6.236 72.965 9.338 70.498 65.727 21.137
645452.1.peg.1250 34.605 73.872 71.653 51.616 46.553 77.302 27.313 36.61 3.098 35.624 56.113 21.936
645452.1.peg.3002 29.353 76.639 59.764 15.836 4.919 30.22 56.536 6.492 14.7 25.757 81.643 21.961
645452.1.peg.855 77.53 85.196 30.01 28.113 72.795 78.473 54.754 90.004 52.862 6.574 35.094 38.784
645452.1.peg.2767 87.425 26.972 2.743 84.381 90.039 93.128 22.704 2.651 77.956 11.641 95.093 72.548
645452.1.peg.2476 46.971 45.482 29.36 96.585 61.127 15.936 45.605 89.873 57.125 88.54 71.521 17.39
645452.1.peg.463 92.281 19.911 37.111 5.038 8.915 29.431 42.991 95.955 1.909 76.922 49.627 34.067
645452.1.peg.996 34.083 53.55 21.627 9.989 34.474 28.699 16.389 23.359 29.521 43.98 52.19 87.029
645452.1.peg.302 23.016 13.384 49.415 36.242 65.243 40.039 19.893 78.814 88.711 76.665 3.435 47.976
645452.1.peg.3281 50.983 51 93.294 55.948 17.554 6.716 39.445 45.802 12.878 52.364 40.155 75.682
645452.1.peg.994 29.842 65.071 13.701 20.463 59.964 93.752 49.396 98.276 24.162 62.275 11.604 89.524
645452.1.peg.298 77.96 9.336 86.394 38.157 21.481 29.878 29.646 16.16 7.607 80.123 93.126 53.932
645452.1.peg.461 93.501 68.754 88.668 51.966 85.175 4.45 15.597 21.524 13.759 16.801 18.948 10.135
645452.1.peg.300 64.101 77.894 1.339 91.361 53.414 41.868 35.462 54.697 19.883 15.973 80.7 78.185
645452.1.peg.3284 42.044 57.89 1.955 71.759 39.816 32.698 30.883 41.05 41.902 20.149 71.372 94.555
645452.1.peg.462 89.773 88.724 75.146 34.203 64.266 8.522 11.265 11.365 77.843 70.318 49.7 96.677
645452.1.peg.3282 99.491 42.283 9.711 37.98 99.18 2.979 32.093 20.381 73.892 62.559 61.078 76.553
645452.1.peg.995 84.674 75.852 99.118 54.286 87.728 13.463 96.729 84.561 50.378 53.877 90.425 86.989
645452.1.peg.460 41.23 87.231 92.489 27.849 97.328 61.846 82.932 51.543 16.715 32.078 66.087 3.88
645452.1.peg.3283 43.811 58.02 92.327 8.931 74.456 17.87 73.888 37.674 49.223 34.138 48.032 50.784
645452.1.peg.992 37.139 88.033 35.1 37.782 50.339 47.572 56.384 47.785 74.811 54.681 25.809 84.856
645452.1.peg.297 66.529 91.12 30.634 98.014 4.168 44.759 96.067 59.373 99.041 26.977 86.15 4.002
645452.1.peg.916 17.841 3.917 86.916 50.199 42.334 90.732 84.555 84.222 10.568 19.112 42.259 53.498
645452.1.peg.218 56.684 98.041 28.743 62.144 61.37 29.052 77.205 78.127 15.324 70.667 99.817 75.362
645452.1.peg.40 13.954 73.621 58.873 18.203 13.101 60.362 45.079 94.745 65.893 78.191 93.463 82.225
645452.1.peg.39 83.974 19.273 74.45 45.979 86.78 43.861 29.99 39.965 62.303 13.739 72.183 94.147
645452.1.peg.1417 66.132 20.109 72.921 32.101 99.864 12.566 88.94 95.372 19.7 20.181 33.038 73.624
645452.1.peg.1658 20.474 2.132 21.546 20.324 49.515 80.553 96.734 5.41 33.647 47.689 67.552 20.136
645452.1.peg.1416 1.997 98.514 12.367 84.866 84.056 71.44 3.157 66.544 40.52 82.878 20.888 37.674
645452.1.peg.71 66.014 87.032 14.154 39.357 17.258 74.815 67.252 51.554 12.293 24.228 85.787 68.963
645452.1.peg.2147 66.987 70.693 95.163 12.767 73.446 50.756 79.095 61.651 96.256 3.277 59.549 47.004
645452.1.peg.1745 40.106 23.883 47.031 56.305 34.965 91.738 32.939 83.926 84.208 16.995 13.735 74.811
645452.1.peg.3595 5.782 69.891 11.695 40.092 43.198 58.537 27.329 68.155 87.311 96.963 29.561 45.93
645452.1.peg.1051 49.88 34.39 99.184 99.89 57.183 34.79 9.904 19.466 71.17 20.77 26.438 41.209
645452.1.peg.3090 77.539 86.008 10.432 38.614 14.162 79.002 41.028 25.428 27.812 36.694 33.825 23.587
645452.1.peg.2170 23.85 32.281 69.977 99.513 29.163 11.148 3.792 53.003 99.702 44.44 4.961 48.499
645452.1.peg.3659 3.098 58.693 20.703 51.276 37.966 93.563 34.226 19.242 14.486 81.232 23.673 5.144
645452.1.peg.231 38.652 97.551 91.566 48.204 98.672 22.217 14.889 20.909 77.613 62.382 11.468 53.474
645452.1.peg.2303 53.529 60.131 27.082 78.917 63.982 63.645 64.341 99.015 90.926 65.855 57.312 65.03
645452.1.peg.2302 12.429 76.081 43.326 17.96 21.801 87.488 87.741 63.794 23.94 84.913 1.245 4.937
645452.1.peg.851 86.394 18.532 9.516 41.407 34.13 90.167 99.549 31.606 42.928 84.527 67.157 29.435
645452.1.peg.1439 40.154 49.838 74.214 17.092 6.704 35.813 59.804 62.328 1.597 18.919 36.655 53.168
645452.1.peg.699 30.383 81.835 51.66 47.393 15.526 13.033 97.3 51.744 48.387 14.229 70.482 70.478
645452.1.peg.1306 99.879 57.473 99.263 42.988 3.101 63.636 40.514 40.844 11.499 70.433 42.008 98.016
645452.1.peg.1816 91.006 74.248 60.629 55.017 42.288 57.333 38.008 15.854 17.971 69.257 51.934 62.899
645452.1.peg.2523 51.498 2.541 88.515 90.066 87.666 20.765 36.439 96.478 67.196 20.505 32.537 55.507
645452.1.peg.965 9.88 42.035 75.912 26.149 50.338 70.672 48.321 90.448 49.931 61.905 51.052 43.117
645452.1.peg.778 28.77 1.325 89.211 1.354 51.057 38.849 99.93 69.358 54.206 91.216 78.621 77.403
645452.1.peg.3537 72.036 46.673 73.258 49.328 14.006 5.17 92.086 1.361 37.713 42.456 2.369 50.972
645452.1.peg.415 38.985 9.317 35.871 39.21 58.217 62.826 76.895 73.447 34.335 5.852 17.474 26.143
645452.1.peg.2655 17.973 46.294 13.12 91.634 99.128 57.164 42.281 84.684 27.976 88.618 24.74 96.418
645452.1.peg.1660 20.096 5.038 25.608 48.665 72.692 36.626 73.575 19.797 91.778 80.692 24.46 50.818
645452.1.peg.1318 49.62 93.697 98.214 51.029 82.598 24.879 18.906 75.317 93.888 26.531 22.344 74.949
645452.1.peg.2509 9.739 66.329 62.104 14.161 49.246 70.464 44.766 64.932 82.038 73.149 58.768 31.349
645452.1.peg.3410 3.588 26.839 29.729 26.866 79.735 97.06 61.75 41.167 97.268 33.707 60.596 63.992
645452.1.peg.2343 70.19 74.724 76.504 16.812 46.329 5.231 80.502 70.587 10.373 90.508 90.25 78.984
645452.1.peg.289 32.261 63.603 87.102 24.482 92.275 47.239 22.435 26.084 76.389 13.598 40.445 24.396
645452.1.peg.2520 5.908 50.451 58.837 58.112 85.361 23.022 21.358 28.773 78.091 73.393 9.865 25.127
645452.1.peg.183 31.009 11.112 17.516 30.759 6.898 14.968 60.363 39.744 45.873 54.291 40.895 89.975
645452.1.peg.184 39.491 1.515 50.235 89.831 64.232 5.846 78.355 47.701 24.106 73.31 83.579 58.443
645452.1.peg.3287 46.43 49.52 24.988 26.28 10.218 90.864 82.905 75.023 39.675 74.446 7.725 96.64
645452.1.peg.740 8.335 67.046 89.631 76.438 48.375 38.267 55.229 48.481 55.417 48.971 13.997 44.986
645452.1.peg.159 93.216 2.397 44.634 82.519 94.81 79.943 67.499 62.47 91.555 63.438 33.677 44.214
645452.1.peg.1010 82.032 14.044 42.55 23.486 30.306 99.51 66.106 70.049 7.899 13.552 3.513 91.475
645452.1.peg.3590 80.824 2.505 57.866 47.048 1.646 20.128 88.685 76.244 70.258 93.884 67.274 85.793
645452.1.peg.121 67.731 43.628 38.305 9.794 73.463 99.635 79.044 60.302 40.335 53.149 12.539 72.281
645452.1.peg.122 49.398 54.17 59.273 96.727 74.404 42.414 49.77 58.394 33.737 79.794 56.273 20.63
645452.1.peg.123 50.11 39.85 89.297 82.654 24.664 33.561 81.542 57.6 34.146 76.426 43.137 20.908
645452.1.peg.2179 52.782 21.799 38.126 31.327 19.548 29.345 26.885 94.374 45.298 39.036 75.813 98.347
645452.1.peg.2180 43.093 95.438 32.672 11.033 51.717 50.024 9.412 67.969 55.515 20.671 94.675 76.14
645452.1.peg.2181 59.32 88.363 82.741 34.529 52.419 10.161 39.279 26.985 32.729 84.666 14.624 4.173
645452.1.peg.2408 18.984 98.648 71.589 77.678 1.662 4.951 69.068 37.899 71.021 35.721 41.63 85.071
645452.1.peg.2409 29.368 86.766 81.256 40.124 80.194 51.575 87.272 93.072 17.02 23.85 21.027 8.598
645452.1.peg.2410 54.691 47.341 29.055 44.856 70.39 50.053 4.621 4.84 22.328 59.615 48.811 55.77
645452.1.peg.497 33.499 95.465 63.699 99.685 69.368 82.303 93.558 78.646 17.38 76.677 45.512 58.209
645452.1.peg.254 66.516 92.047 58.523 71.353 30.327 93.45 10.551 25.968 2.131 81.798 48.449 4.849
645452.1.peg.145 11.188 93.151 28.089 89.134 55.862 1.143 2.894 23.47 7.324 51.598 8.096 45.209
645452.1.peg.194 59.431 48.086 15.116 17.349 72.441 44.294 10.984 37.658 47.328 70.963 47.939 29.07
645452.1.peg.599 83.871 34.61 63.254 81.367 80.22 42.788 21.479 72.651 92.247 5.003 68.803 59.719
645452.1.peg.1421 41.195 65.099 84.138 80.361 51.998 37.765 97.606 84.69 11.917 96.586 20.595 44.411
645452.1.peg.3286 28.918 62.444 23.049 31.569 92.451 85.583 24.433 40.95 34.169 26.394 21.555 19.371
645452.1.peg.1438 52.13 32.565 69.355 66.383 63.107 10.646 84.748 81.944 12.958 86.17 77.036 88.024
645452.1.peg.2641 64.029 34.795 71.387 6.689 22.998 47.428 68.123 40.596 85.919 97.954 4.807 92.831
645452.1.peg.12 52.262 33.347 2.711 16.516 98.693 86.56 47.708 39.513 34.6 4.26 32.945 14.782
645452.1.peg.3399 52.414 27.658 17.552 85.348 13.643 72.118 24.788 89.713 9.537 4.758 13.776 74.741
645452.1.peg.2953 39.083 9.478 88.119 51.512 45.764 75.94 43.747 99.7 3.977 66.438 15.417 45.655
645452.1.peg.765 30.978 79.124 7.968 62.657 67.105 93.254 98.343 75.237 37.258 88.971 57.749 2.699
645452.1.peg.3366 12.237 17.239 94.645 72.848 14.938 39.039 52.115 25.744 69.189 70.654 30.53 72.759
645452.1.peg.3060 78.129 23.219 45.426 45.119 43.711 13.077 28.052 36.027 78.32 94.221 74.642 35.245
645452.1.peg.3424 20.406 62.233 44.639 92.848 91.974 57.221 68.552 94.39 52.382 27.314 55.538 2.855
645452.1.peg.3025 15.925 99.876 31.949 58.809 13.302 92.663 88.144 86.152 83.135 47.314 19.887 36.228
645452.1.peg.3288 8.993 23.505 98.467 48.738 16.578 35.781 8.744 37.265 36.747 66.099 1.9 20.883
645452.1.peg.739 62.81 91.251 94.608 20.776 96.756 62.401 61.873 23.046 36.551 18.527 32.332 16.329
645452.1.peg.101 39.984 94.469 59.106 65.392 67.267 75.562 1.837 44.038 42.465 84.406 71.229 86.303
645452.1.peg.161 1.154 55.46 50.505 84.124 60.927 65.02 4.084 8.131 86.081 59.289 32.263 77.256
645452.1.peg.124 27.86 18.398 87.079 88.621 4.827 23.523 59.297 48.189 75.144 84.656 21.833 69.961
645452.1.peg.3315 70.117 77.146 46.818 80.031 99.474 94.932 80.115 7.348 6.582 25.862 23.874 5.049
645452.1.peg.906 41.623 36.208 84.012 39.194 60.969 69.472 92.065 83.364 12.495 8.983 77.411 17.881
645452.1.peg.3165 45.433 85.651 71.041 61.157 28.531 17.646 29.257 41.417 90.148 29.848 29.273 94.84
645452.1.peg.3604 55.331 50.404 8.065 31.669 71.732 38.443 62.86 29.592 43.142 73.027 90.302 38.862
645452.1.peg.1834 73.89 58.35 82.815 32.998 18.47 88.791 40.526 24.365 58.804 33.514 36.312 79.638
645452.1.peg.3163 40.3 71.737 76.722 98.201 51.919 8.595 22.152 59.107 79.634 13.095 37.616 14.899
645452.1.peg.3089 70.871 20.172 87.263 13.908 40.146 84.248 1.949 25.599 58.137 67.432 66.588 48.089
645452.1.peg.2171 62.031 65.274 37.923 96.69 30.822 64.09 48.134 33.777 29.534 9.645 22.529 50.834
645452.1.peg.2677 44.178 90.676 6.011 4.609 19.218 20.712 99.854 27.053 34.213 95.396 46.911 53.69
645452.1.peg.1239 65.255 4.461 27.576 43.889 60.415 21.156 8.581 23.639 93.952 96.993 33.753 33.815
645452.1.peg.974 92.007 86.037 81.778 58.055 81.881 76.056 69.989 52.52 81.907 11.524 94.564 89.843
645452.1.peg.3263 63.46 3.643 29.721 88.003 25.24 97.361 23.835 64.42 35.083 97.671 37.99 16.834
645452.1.peg.3265 58.341 9.945 9.219 63.385 73.424 64.38 6.007 63.23 84.216 31.322 91.273 65.243
645452.1.peg.3264 77.275 59.602 19.023 74.686 44.863 84.975 49.63 18.207 7.026 74.348 11.744 9.469
645452.1.peg.3273 9.975 43.235 1.2 48.362 65.648 23.526 17.753 61.263 3.173 79.372 14.026 76.696
645452.1.peg.3291 15.537 63.567 4.099 76.661 10.547 21.571 27.667 91.184 77.267 91.785 40.734 82.64
645452.1.peg.1740 25.036 3.334 46.789 11.343 29.165 56.429 1.128 76.425 81.455 91.788 81.214 24.326
645452.1.peg.2287 32.696 17.83 92.068 40.66 84.918 61.041 50.96 86.772 76.736 53.961 90.497 95.973
645452.1.peg.2768 3.533 3.669 81.816 75.861 72.273 91.791 2.641 61.288 73.148 80.438 18.18 97.43
645452.1.peg.1578 29.588 60.237 98.689 84.756 76.246 51.838 57.302 62.819 37.964 75.339 36.198 1.787
645452.1.peg.3551 91.019 96.733 11.363 23.58 75.564 11.279 61.345 27.72 45.989 76.186 46.47 63.124
645452.1.peg.2668 45.135 75.495 78.431 15.451 42.119 33.298 72.001 40.388 25.166 91.472 75.695 6.69
645452.1.peg.357 85.017 20.287 81.047 32.502 26.534 10.852 90.341 59.78 75.055 22.105 49.409 51.115
645452.1.peg.3390 91.424 92.114 98.56 15.245 48.051 76.362 93.215 72.613 5.633 69.79 77.729 76.391
645452.1.peg.2571 99.822 3.058 65.167 5.75 36.526 36.299 40.945 51.509 47.22 35.175 97.164 74.143
645452.1.peg.2391 40.554 95.882 97.301 12.56 82.685 7.887 86.707 21.671 57.638 72.071 17.743 95.638
645452.1.peg.134 5.076 7.267 30.255 80.98 57.765 89.347 54.957 24.544 69 73.454 56.034 49.202
645452.1.peg.542 81.405 80.023 47.911 94.554 94.801 92.354 23.63 45.744 95.366 19.37 38.536 78.1
645452.1.peg.229 24.854 11.995 12.269 49.129 27.932 50.169 94.751 61.615 97.589 55.636 7.304 64.559
645452.1.peg.226 97.586 73.576 53.41 50.462 18.944 72.151 24.003 31.474 5.523 98.694 31.16 40.24
645452.1.peg.1481 79.444 78.211 81.05 6.409 17.264 37.272 54.509 84.626 94.188 3.144 88.41 67.992
645452.1.peg.224 84.086 83.731 92.195 18.157 71.685 7.883 1.88 74.224 14.271 98.543 22.937 64.326
645452.1.peg.458 28.273 59.617 36.512 74.594 70.961 85.749 96.936 83.176 54.727 97.257 35.449 93.811
645452.1.peg.230 35.91 12.409 20.618 74.535 29.324 29.43 19.108 89.276 73.648 94.262 95.019 89.507
645452.1.peg.1479 7.015 70.807 37.649 45.723 60.945 13.469 21.028 41.11 98.534 22.552 56.689 47.2
645452.1.peg.3238 8.213 1.828 20.276 98.844 89.641 32.143 32.811 35.507 27.639 10.848 40.573 95.442
645452.1.peg.3509 89.454 34.531 9.698 19.373 26.261 46.014 94.687 57.928 69.337 73.193 3.428 92.826
645452.1.peg.1853 12.497 51.593 14.803 1.037 88.689 78.122 78.63 56.092 44.544 17.532 13.247 68.455
645452.1.peg.2515 30.52 63.61 56.374 99.827 39.617 88.905 26.397 46.632 38.066 68.123 81.81 42.317
645452.1.peg.329 81.868 76.351 42.124 57.672 80.27 32.43 91.256 23.801 29.246 56.388 62.46 54.186
645452.1.peg.894 92.14 15.115 58.877 22.424 20.842 33.67 47.912 92.67 79.433 28.055 73.252 4.58
645452.1.peg.2540 76.458 82.714 71.829 1.86 81.538 83.356 59.301 98.234 11.624 76.116 61.103 88.372
645452.1.peg.3098 78.08 39.652 26.805 72.975 87.194 24.133 20.304 50.705 40.587 55.285 11.847 49.846
645452.1.peg.940 35.453 39.958 21.39 86.643 8.845 79.026 62.08 43.12 28.732 67.31 72.867 65.745
645452.1.peg.942 61.923 4.723 4.547 35.288 76.374 88.716 2.918 79.229 91.434 61.224 47.569 91.109
645452.1.peg.941 69.175 4.95 23.372 14.348 26.468 9.717 59.528 60.342 57.068 14.427 56.275 10.632
645452.1.peg.943 5.284 2.131 27.658 72.63 63.378 70.89 42.105 51.059 35.433 65.602 67.739 35.233
645452.1.peg.1266 60.613 10.285 43.252 74.011 45.266 79.154 41.944 65.496 20.657 45.345 34.1 56.936
645452.1.peg.3365 83.345 26.077 4.047 92.538 45.341 77.978 6.629 97.265 23.777 6.938 21.242 54.93
645452.1.peg.2345 63.263 21.326 40.521 40.187 17.581 8.95 32.683 71.144 20.667 8.052 62.782 42.275
645452.1.peg.2288 72.329 24.357 36.164 3.463 11.059 57.604 16.436 42.283 39.865 78.463 21.956 15.054
645452.1.peg.2559 32.822 83.95 72.634 52.71 64.636 64.182 20.107 87.686 37.963 28.325 29.163 94.263
645452.1.peg.3059 32.962 24.417 14.209 45.921 46.677 31.715 77.399 58.285 37.084 68.795 42.708 83.833
645452.1.peg.1706 23.43 6.29 57.074 56.736 43.887 78.379 51.174 73.781 81.219 37.373 61.021 77.124
645452.1.peg.1709 48.79 70.692 40.182 67.807 36.893 24.992 83.038 91.279 18.546 84.248 36.226 17.674
645452.1.peg.2254 75.455 2.875 53.914 53.885 6.006 81.87 70.848 64.067 64.8 74.601 43.083 95.153
645452.1.peg.712 82.741 62.253 99.267 88.051 90.292 8.589 69.698 12.893 13.413 90.347 75.334 86.437
645452.1.peg.38 74.437 64.709 85.393 11.246 56.145 88.327 53.26 11.968 91.292 17.287 88.254 79.144
645452.1.peg.1659 44.479 30.162 48.192 74.254 54.754 24.007 22.312 20.022 91.906 75.058 66.843 25.917
645452.1.peg.3597 24.658 77.801 78.907 41.072 40.334 19.591 68.656 42.381 50.021 6.331 86.263 52.523
645452.1.peg.153 71.438 81.129 62.314 61.755 27.13 99.236 24.847 6.47 13.512 61.817 71.923 87.197
645452.1.peg.2937 47.391 51.701 69.945 95.479 68.51 9.71 98.108 40.462 24.688 49.628 42.434 92.853
645452.1.peg.2936 16.233 80.16 12.25 61.031 21.482 82.243 53.887 83.747 39.952 32.903 47.646 41.823
645452.1.peg.112 75.847 19.875 40.45 64.724 62.096 44.854 62.27 80.305 3.479 12.123 64.207 6.044
645452.1.peg.2289 45.165 47.703 15.067 12.562 80.175 75.006 40.996 58.589 49.266 11.623 82.094 35.999
645452.1.peg.3473 76.518 1.946 85.097 64.817 25.844 90.593 50.286 44.736 95.271 5.909 61.539 42.153
645452.1.peg.3407 6.954 75.248 48.322 32.935 69.061 28.773 78.662 79.784 47.285 48.328 93.511 31.593
645452.1.peg.749 74.574 97.113 5.729 71.304 92.712 37.604 19.866 98.928 45.836 50.488 37.236 56.585
645452.1.peg.2395 89.343 22.787 13.916 27.55 42.184 26.084 8.719 32.189 44.148 46.67 92.536 28
645452.1.peg.748 29.336 57.279 56.483 5.148 79.942 2.256 82.631 8.391 7.211 25.766 50.107 32.345
645452.1.peg.2398 39.48 80.065 10.302 90.953 63.481 3.505 91.437 91.609 24.425 43.683 71.557 83.568
645452.1.peg.746 99.575 89.827 75.11 48.16 5.464 99.296 31.067 36.88 25.272 44.446 98.193 55.94
645452.1.peg.747 34.865 64.971 20.277 36.609 9.87 80.046 66.552 26.965 33.248 83.576 83.98 21.099
645452.1.peg.745 57.035 77.382 21.336 86.415 61.095 92.57 74.324 42.337 65.504 80.774 71.767 65.266
645452.1.peg.2399 10.423 99.651 71.542 18.043 23.718 34.372 48.578 47.318 29.305 89.373 1.385 96.117
645452.1.peg.2481 87.457 7.241 11.809 87.54 81.235 15.78 95.246 57.42 18.771 74.661 2.902 98.537
645452.1.peg.2480 23.122 14.161 2.843 83.985 55.116 29.805 36.654 16.617 53.931 32.296 39.607 64.619
645452.1.peg.1597 17.154 69.699 5.09 1.792 83.602 70.478 65.142 76.852 41.06 39.513 83.786 33.892
645452.1.peg.1674 67.851 8.486 45.808 29.915 52.216 80.04 88.494 59.054 63.613 61.05 59.815 36.28
645452.1.peg.3393 89.69 71.181 29.551 78.477 10.245 1.96 61.9 63.605 89.646 36.126 45.483 95.956
645452.1.peg.3391 39.556 31.929 29.042 72.548 91.914 9.867 16.09 38.521 7.383 20.298 71.056 51.864
645452.1.peg.3389 40.786 99.431 12.543 8.74 79.606 63.039 10.478 29.764 49.559 16.865 82.325 24.763
645452.1.peg.2695 11.564 21.003 38.813 56.854 43.838 63.318 96.818 84.259 95.184 97.646 85.522 38.348
645452.1.peg.1856 32.768 48.26 79.61 12.793 41.605 51.32 15.069 68.799 15.785 74.413 72.064 79.879
645452.1.peg.1857 64.308 42.168 40.004 23.763 37.521 47.229 82.202 80.749 63.632 75.53 98.858 92.834
645452.1.peg.874 88.998 84.005 78.746 93.178 32.869 40.205 19.763 27.176 38.955 59.034 73.883 54.054
645452.1.peg.437 16.746 88.187 20.957 8.309 80.888 13.459 11.353 14.04 18.526 68.137 10.168 53.942
645452.1.peg.2084 41.894 91.728 53.932 26.162 32.882 64.366 12.974 24.431 2.803 61.401 33.688 87.519
645452.1.peg.2298 75.325 48.071 34.025 55.104 83.71 41.697 19.489 78.192 45.532 77.004 12.15 43.27
645452.1.peg.3056 38.058 46.651 32.907 14.867 31.277 61.013 31.444 34.328 28.74 91.395 40.21 97.975
645452.1.peg.233 63.357 99.924 30.72 39.762 71.772 80.052 23.921 74.499 4.9 48.841 63.445 19.9
645452.1.peg.234 62.114 82.243 25.862 47.298 42.648 50.901 70.538 32.499 80.469 82.187 79.955 52.757
645452.1.peg.2762 22.287 30.22 39.356 63.225 36.779 94.097 15.618 38.079 4.068 9.393 37.678 57.558
645452.1.peg.2760 11.271 27.963 58.891 38.732 37.113 65.968 31.576 68.572 27.357 97.358 86.892 2.259
645452.1.peg.3421 90.523 42.832 5.173 95.314 98.633 9.788 80.747 80.102 71.805 87.269 46.744 95.416
645452.1.peg.3023 69.318 10.379 92.212 8.024 39.54 28.847 11.575 8.187 45.211 21.247 74.345 99.585
645452.1.peg.2326 81.179 14.45 99.051 37.447 82.399 80.634 26.207 8.745 68.768 62.143 26.016 11.894
645452.1.peg.2976 27.637 92.949 37.924 6.038 3.201 67.39 85.542 77.543 69.04 35.905 26.788 93.853
645452.1.peg.1699 86.411 48.682 33.005 61.86 43.457 82.082 19.761 93.145 93.978 7.212 27.783 33.375
645452.1.peg.2576 82.24 4.105 21.076 72.988 31.648 94.361 89.937 43.188 2.923 36.866 67.513 20.757
645452.1.peg.1811 89.44 55.284 38.886 99.918 28.482 21.731 64.664 34.844 54.247 84.69 71.812 35.902
